n_boite,adresse,commune,cp,conteneur,semaine_1,semaine_2,semaine_3,semaine_4,semaine_5,semaine_6,semaine_7,semaine_8,semaine_9,semaine_10,semaine_11,semaine_12,semaine_13,semaine_14,semaine_15,semaine_16,semaine_17,semaine_18,semaine_19,semaine_20,semaine_21,semaine_22,semaine_23,semaine_24,semaine_25,semaine_26,semaine_27,semaine_28,semaine_29,semaine_30,semaine_31,semaine_32,semaine_33,semaine_34,semaine_35,semaine_36,semaine_37,semaine_38,semaine_39,semaine_40,semaine_41,semaine_42,semaine_43,semaine_44,semaine_45,semaine_46,semaine_47,semaine_48,semaine_49,semaine_50,semaine_51,semaine_52,volume_moyen
60,Boulevard de la Tour / Rue Petit Salève 10,GENEVE,1205.0,KLEIN,6.0,4.0,3.0,4.0,4.0,8.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,8.0,5.0,6.0,3.0,2.0,6.0,7.0,6.0,3.0,5.0,5.0,7.0,6.0,5.0,4.0,6.0,4.0,4.0,8.0,5.0,7.0,6.0,8.0,8.0,6.0,8.0,8.0,6.0,6.0,4.0,5.0,5.0,5.0,7.0,5.0,6.0,8.0,2.0,5.4423076923076925
79,"Cité Bleue Universitaire, Avenue Louis Aubert 4",GENEVE,1206.0,KLEIN,5.0,4.0,4.0,5.0,5.0,0.0,4.0,2.0,6.0,4.0,3.0,4.0,3.0,4.0,6.0,8.0,7.0,8.0,6.0,3.0,3.0,8.0,4.0,5.0,8.0,5.0,7.0,5.0,6.0,6.0,3.0,11.0,4.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,4.0,7.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,1.0,5.076923076923077
71,déchetterie - Rue Maurice Barraud 28 / Avenue Dumas (1),GENEVE,1206.0,KLEIN,6.0,5.0,4.0,5.0,8.0,0.0,8.0,6.0,6.0,6.0,5.0,6.0,8.0,5.0,8.0,8.0,7.0,8.0,6.0,6.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,6.0,8.0,7.0,6.0,7.0,7.0,10.0,10.0,8.0,7.0,6.0,7.0,8.0,8.0,8.0,4.0,5.0,5.0,8.0,6.0,8.0,5.0,4.0,6.615384615384615
78,déchetterie - Rue Maurice Barraud 28 / Avenue Dumas (2),GENEVE,1206.0,KLEIN,6.0,5.0,6.0,5.0,8.0,0.0,8.0,6.0,4.0,5.0,2.0,6.0,8.0,5.0,6.0,8.0,7.0,8.0,6.0,4.0,8.0,8.0,6.0,7.0,8.0,5.0,7.0,7.0,7.0,6.0,8.0,5.0,8.0,7.0,7.0,10.0,9.0,8.0,6.0,7.0,8.0,7.0,7.0,4.0,8.0,3.0,6.0,7.0,6.0,7.0,5.0,5.0,6.346153846153846
68,déchetterie - Rue Contamines / Avenue Jules Crosnier,GENEVE,1207.0,KLEIN,3.0,4.0,3.0,4.0,8.0,8.0,5.0,6.0,6.0,8.0,4.0,8.0,8.0,8.0,8.0,5.0,6.0,5.0,6.0,6.0,3.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,9.0,6.0,5.0,5.0,8.0,5.0,9.0,4.0,1.0,6.076923076923077
36,COOP/rue de Florissant 56 (1),GENEVE,1206.0,KLEIN,3.0,2.0,3.0,5.0,4.0,0.0,0.0,4.0,5.0,1.0,10.0,4.0,5.0,5.0,5.0,2.0,6.0,4.0,6.0,3.0,2.0,2.0,8.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,4.0,2.0,3.0,6.0,3.0,4.0,5.0,5.0,3.2884615384615383
38,COOP/rue de Florissant 56 (2),GENEVE,1206.0,KLEIN,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,5.0,1.0,2.0,4.0,4.0,6.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,4.0,2.0,2.0,6.0,2.0,3.0,5.0,5.0,3.0384615384615383
65,Chemin Giovani Gambini 8,GENEVE,1206.0,KLEIN,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,8.0,8.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,6.0,3.0,8.0,8.0,2.0,3.0,8.0,4.0,7.0,6.0,4.0,2.0,2.0,6.0,2.0,5.0,3.0,7.0,7.0,6.0,6.0,7.0,7.0,4.0,7.0,4.0,3.0,8.0,3.0,6.0,3.0,5.0,5.0,2.0,4.826923076923077
63,Rue Pedro Meylan,GENEVE,1207.0,KLEIN,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,8.0,5.0,5.0,5.0,8.0,3.0,6.0,4.0,4.0,7.0,4.0,5.0,5.0,2.0,3.0,2.0,6.0,4.0,5.0,5.0,5.0,7.0,3.0,5.0,4.0,4.0,7.0,7.0,8.0,7.0,5.0,8.0,0.0,7.0,2.0,3.0,3.0,8.0,4.0,6.0,4.0,2.0,4.769230769230769
97,Chemin de la Chevillarde 41-43,GENEVE,1208.0,KLEIN,6.0,5.0,6.0,5.0,8.0,4.0,5.0,8.0,6.0,7.0,8.0,5.0,5.0,6.0,8.0,6.0,8.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,4.0,6.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,6.0,4.0,4.0,2.0,8.0,10.0,7.0,5.0,10.0,6.288461538461538
61,Gustive Millera / Jonh Refhous 4-6,GENEVE,1207.0,KLEIN,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,8.0,6.0,5.0,5.0,4.0,8.0,2.0,7.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,6.0,6.0,7.0,8.0,6.0,7.0,4.0,6.0,6.0,6.0,4.0,2.0,6.0,2.0,4.0,3.0,2.0,4.653846153846154
53,Chemin de Roche 24 / Route de Malagnou,GENEVE,1208.0,KLEIN,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,1.0,8.0,5.0,5.0,4.0,8.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,7.0,3.0,3.0,4.0,4.0,6.0,5.0,4.0,5.0,8.0,3.0,6.0,6.0,3.0,4.0,3.0,5.0,3.0,6.0,2.0,1.0,4.076923076923077
55,"Muséum, Place Emile Guyenot",GENEVE,1207.0,KLEIN,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,8.0,4.0,6.0,4.0,4.0,6.0,5.0,3.0,8.0,3.0,2.0,4.0,6.0,8.0,1.0,4.115384615384615
9,Place Pré-l'Évêque / Rue de la Mairie 35 (1),GENEVE,1207.0,KLEIN,6.0,6.0,6.0,6.0,8.0,8.0,8.0,5.0,6.0,8.0,6.0,8.0,5.0,8.0,8.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,10.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,6.0,5.0,6.0,7.0,8.0,6.0,7.0,6.769230769230769
1,Place Pré-l'Évêque / Rue de la Mairie 35 (2),GENEVE,1207.0,KLEIN,6.0,6.0,6.0,6.0,4.0,4.0,8.0,5.0,6.0,6.0,4.0,6.0,4.0,8.0,8.0,5.0,7.0,6.0,6.0,6.0,6.0,7.0,4.0,4.0,6.0,7.0,8.0,7.0,6.0,6.0,4.0,4.0,10.0,8.0,4.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,5.0,4.0,7.0,6.0,8.0,5.0,7.0,6.230769230769231
52,"Centre Commercial 2000, Rue de Jargonnant (1)",GENEVE,1207.0,KLEIN,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,8.0,2.0,4.0,4.0,4.0,4.0,0.0,6.0,8.0,8.0,4.0,4.0,3.0,1.0,10.0,4.0,3.0,4.0,5.0,3.0,4.0,3.8846153846153846
64,"Centre Commercial 2000, Rue de Jargonnant (2)",GENEVE,1207.0,KLEIN,3.0,6.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,2.0,6.0,3.0,4.0,4.0,4.0,1.0,0.0,7.0,8.0,7.0,3.0,6.0,6.0,4.0,10.0,3.0,3.0,4.0,2.0,2.0,2.0,3.673076923076923
257,Rue Viollier,GENEVE,1207.0,KLEIN,8.0,6.0,8.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,8.0,4.0,5.0,4.0,4.0,5.0,3.0,6.0,5.0,4.0,6.0,6.0,7.0,5.0,5.0,5.0,7.0,6.0,3.0,8.0,5.0,4.0,5.0,6.0,1.0,4.0,8.0,7.0,6.0,8.0,3.0,4.0,3.0,2.0,4.0,6.0,4.0,2.0,5.0
13,Avenue Théodore Flournoy / Rue de Montchoisy 74 (1),GENEVE,1207.0,KLEIN,8.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,6.0,8.0,7.0,6.0,6.0,6.0,7.0,6.0,2.0,5.0,6.0,8.0,7.0,8.0,7.0,7.0,8.0,6.0,10.0,10.0,2.0,6.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,10.0,6.0,7.0,5.0,8.0,8.0,8.0,5.0,5.0,6.923076923076923
14,Avenue Théodore Flournoy / Rue de Montchoisy 74 (2),GENEVE,1207.0,KLEIN,5.0,6.0,8.0,6.0,5.0,6.0,4.0,8.0,6.0,4.0,2.0,6.0,4.0,6.0,8.0,7.0,6.0,6.0,6.0,7.0,5.0,7.0,5.0,6.0,8.0,7.0,8.0,7.0,7.0,8.0,6.0,4.0,7.0,2.0,7.0,8.0,8.0,7.0,8.0,6.0,7.0,8.0,8.0,10.0,6.0,7.0,4.0,8.0,8.0,8.0,3.0,6.0,6.346153846153846
364,Rue des Tulipes 17 / Avenue Rosemont (1),GENEVE,1208.0,KLEIN,5.0,6.0,5.0,6.0,3.0,5.0,4.0,4.0,5.0,3.0,1.0,5.0,4.0,5.0,5.0,3.0,6.0,2.0,4.0,4.0,5.0,8.0,4.0,3.0,3.0,5.0,8.0,6.0,5.0,2.0,3.0,5.0,5.0,6.0,5.0,7.0,7.0,8.0,7.0,8.0,8.0,5.0,4.0,6.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.769230769230769
7,Rue des Tulipes 17 / Avenue Rosemont (2),GENEVE,1208.0,KLEIN,5.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,3.0,6.0,3.0,4.0,2.0,5.0,8.0,4.0,3.0,7.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,4.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,4.0,6.0,4.0,2.0,2.0,3.0,4.269230769230769
18,Route de Frontenex 106,GENEVE,1208.0,KLEIN,4.0,6.0,5.0,5.0,3.0,3.0,4.0,5.0,6.0,4.0,2.0,5.0,8.0,8.0,6.0,2.0,4.0,1.0,3.0,4.0,3.0,6.0,2.0,8.0,7.0,0.0,0.0,4.0,0.0,0.0,7.0,4.0,2.0,6.0,2.0,4.0,6.0,4.0,4.0,0.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,8.0,3.0,3.730769230769231
168,décheterie - Route de Vandoeuvres / Chemin du Tirage,COLOGNY,1223.0,KLEIN,4.0,6.0,6.0,5.0,5.0,3.0,4.0,5.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,3.0,2.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0,6.0,5.0,5.0,6.0,5.0,7.0,4.0,8.0,6.0,7.0,6.0,3.0,8.0,3.0,7.0,7.0,7.0,4.0,4.0,2.0,2.0,4.0,9.0,8.0,3.0,5.0,3.0,3.0,5.0576923076923075
365,déchetterie - Chemin du Molan / Chemin des Fourches,COLOGNY,1223.0,KLEIN,6.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,1.0,4.0,5.0,8.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,4.0,5.0,3.0,5.0,6.0,5.0,5.0,6.0,3.0,4.0,3.0,8.0,4.0,7.0,6.0,7.0,8.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.115384615384615
143,"déchetterie - Station Shell, Chemin Gradelle / Chemin Eperon",CHENE-BOUGERIES,1224.0,KLEIN,5.0,6.0,8.0,5.0,4.0,8.0,0.0,6.0,6.0,6.0,4.0,5.0,8.0,4.0,0.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,8.0,6.0,5.0,5.0,7.0,6.0,6.0,8.0,5.0,7.0,7.0,8.0,4.0,4.0,7.0,6.0,4.0,5.0,8.0,6.0,4.0,6.0,8.0,5.0,9.0,4.0,4.0,4.0,3.0,4.0,5.403846153846154
149,déchetterie - Avenue Mirany / Chemin de la Seymaz (1),CHENE-BOUGERIES,1224.0,KLEIN,4.0,4.0,8.0,5.0,5.0,4.0,5.0,8.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,8.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,7.0,8.0,6.0,5.0,3.0,5.0,8.0,7.0,4.0,4.0,6.0,6.0,8.0,5.0,4.0,9.0,5.0,5.0,2.0,4.0,2.0,4.6923076923076925
145,déchetterie - Avenue Mirany / Chemin de la Seymaz (2),CHENE-BOUGERIES,1224.0,KLEIN,4.0,4.0,2.0,5.0,5.0,4.0,5.0,6.0,6.0,4.0,2.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,6.0,6.0,6.0,3.0,4.0,8.0,5.0,4.0,8.0,4.0,4.0,4.0,6.0,4.0,9.0,5.0,5.0,2.0,4.0,2.0,4.153846153846154
215,"déchetterie - Maison de Quartier, Chemin de la Musse / Route de Jussy",THONEX,1226.0,KLEIN,6.0,6.0,4.0,6.0,7.0,8.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,8.0,4.0,5.0,6.0,5.0,5.0,4.0,6.0,4.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,8.0,5.0,7.0,7.0,6.0,8.0,7.0,6.0,7.0,8.0,7.0,6.0,5.0,5.0,3.0,9.0,8.0,4.0,4.0,3.0,4.0,5.75
150,"déchetterie - École du Plateau, Avenue Bel'Air 33",CHENE-BOURG,1225.0,KLEIN,6.0,6.0,4.0,6.0,5.0,3.0,5.0,4.0,6.0,5.0,2.0,5.0,5.0,4.0,0.0,2.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,7.0,5.0,2.0,6.0,4.0,8.0,6.0,6.0,6.0,2.0,8.0,8.0,3.0,6.0,8.0,7.0,6.0,1.0,3.0,4.0,8.0,8.0,3.0,1.0,2.0,1.0,4.538461538461538
147,Place de la Gare (1),CHENE-BOURG,1225.0,KLEIN,3.0,6.0,5.0,4.0,7.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,2.0,2.0,3.0,5.0,5.0,4.0,2.0,3.0,7.0,2.0,3.0,7.0,5.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0576923076923075
148,Place de la Gare (2),CHENE-BOURG,1225.0,KLEIN,3.0,6.0,4.0,3.0,5.0,2.0,4.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,6.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,6.0,2.0,3.0,7.0,2.0,3.0,8.0,6.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.8461538461538463
151,"Denner, Place Graveson",THONEX,1226.0,KLEIN,6.0,6.0,5.0,6.0,3.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,6.0,4.0,4.0,3.0,6.0,4.0,4.0,3.0,9.0,6.0,3.0,4.0,6.0,4.0,5.0,2.0,5.0,7.0,5.0,5.0,6.0,2.0,6.0,8.0,3.0,6.0,8.0,8.0,6.0,3.0,0.0,4.0,4.0,7.0,10.0,5.0,5.0,5.0,5.0
199,"Parc, Rue Jean Pelletier 7",CHENE-BOURG,1225.0,KLEIN,3.0,6.0,4.0,6.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,9.0,5.0,4.0,6.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,3.0,6.0,4.0,8.0,4.0,6.0,7.0,6.0,7.0,3.0,4.0,4.0,5.0,10.0,3.0,4.0,5.0,4.865384615384615
89,déchetterie - Avenue de Thônex / Chemin des Cyprès,THONEX,1226.0,KLEIN,3.0,6.0,8.0,5.0,3.0,3.0,5.0,8.0,5.0,3.0,2.0,4.0,5.0,4.0,8.0,4.0,5.0,4.0,4.0,5.0,2.0,1.0,6.0,6.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,6.0,5.0,8.0,8.0,2.0,4.0,7.0,3.0,10.0,10.0,1.0,10.0,5.0,3.0,5.0,4.8076923076923075
265,Route de Florissant 179,CHENE-BOUGERIES,1225.0,KLEIN,3.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,6.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,8.0,4.0,8.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,7.0,6.0,4.0,7.0,4.0,5.0,10.0,8.0,7.0,0.0,4.0,3.0,4.230769230769231
172,Chemin du Stade 5A (1),MEINIER,1252.0,KLEIN,8.0,8.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,4.0,5.0,6.0,5.0,6.0,2.0,8.0,4.0,5.0,5.0,6.0,8.0,4.0,6.0,4.0,7.0,7.0,7.0,6.0,4.0,8.0,10.0,3.0,8.0,4.0,7.0,8.0,4.0,3.0,8.0,3.0,4.0,6.0,4.0,3.0,10.0,8.0,4.0,8.0,5.0,10.0,3.0,5.8076923076923075
167,Chemin du Stade 5A (2),MEINIER,1252.0,KLEIN,6.0,8.0,4.0,3.0,3.0,1.0,3.0,4.0,6.0,3.0,3.0,5.0,6.0,4.0,5.0,2.0,8.0,3.0,4.0,4.0,2.0,8.0,2.0,6.0,4.0,3.0,7.0,7.0,6.0,4.0,8.0,5.0,5.0,8.0,7.0,6.0,3.0,6.0,7.0,8.0,7.0,3.0,7.0,7.0,3.0,8.0,8.0,1.0,4.0,1.0,10.0,2.0,4.961538461538462
243,déchetterie - Chemin du Séchant / Route de Corsier,CORSIER,1246.0,TEXAID-B,6.0,8.0,8.0,5.0,8.0,8.0,6.0,5.0,8.0,2.0,4.0,5.0,8.0,6.0,8.0,4.0,6.0,6.0,5.0,5.0,6.0,8.0,4.0,3.0,5.0,7.0,5.0,6.0,6.0,5.0,8.0,4.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,8.0,5.0,6.0,4.0,6.0,7.0,8.0,6.0,8.0,5.0,8.0,5.0,3.0,6.115384615384615
228,déchetterie - Route de la Côte d'Or,ANIERES,1247.0,KLEIN,6.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,6.0,5.0,8.0,2.0,6.0,5.0,5.0,4.0,4.0,8.0,8.0,0.0,5.0,5.0,5.0,5.0,2.0,2.0,6.0,6.0,7.0,2.0,6.0,3.0,3.0,6.0,4.0,7.0,6.0,6.0,3.0,8.0,2.0,8.0,4.0,7.0,4.0,6.0,4.0,2.0,4.923076923076923
366,"Parking, Route d'Hermance",HERMANCE,1248.0,VILLIGER,5.0,6.0,6.0,3.0,5.0,5.0,5.0,4.0,8.0,6.0,4.0,4.0,6.0,5.0,0.0,4.0,6.0,6.0,4.0,5.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,3.0,3.0,1.0,5.0,0.0,10.0,6.0,2.0,4.0,7.0,2.0,4.0,6.0,6.0,4.0,3.0,4.0,2.0,8.0,8.0,2.0,4.0,1.0,2.0,5.0,4.4423076923076925
229,"Parking, Route d'Hermance 320",ANIERES,1247.0,KLEIN,8.0,8.0,8.0,4.0,4.0,8.0,4.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,4.0,4.0,6.0,5.0,4.0,4.0,6.0,5.0,6.0,5.0,6.0,2.0,6.0,5.0,4.0,6.0,8.0,8.0,5.0,6.0,3.0,8.0,6.0,5.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,8.0,8.0,4.0,8.0,4.0,3.0,5.615384615384615
315,Plage de la Savonnière / Chemin Armand Dufaux,COLLONGE-BELLERIVE,1245.0,KLEIN,8.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,8.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,5.0,2.0,2.0,7.0,6.0,0.0,8.0,6.0,0.0,2.0,4.0,0.0,2.0,2.0,2.0,7.0,0.0,2.0,0.0,3.0,5.0,3.519230769230769
280,déchetterie - Route d'Hermance 52A (1),COLLONGE-BELLERIVE,1245.0,KLEIN,5.0,8.0,6.0,5.0,8.0,8.0,4.0,6.0,8.0,8.0,4.0,5.0,6.0,5.0,8.0,3.0,6.0,4.0,6.0,4.0,5.0,5.0,9.0,6.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,4.0,10.0,7.0,6.0,7.0,9.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,8.0,5.0,6.0,7.0,10.0,9.0,4.0,4.0,6.423076923076923
281,déchetterie - Route d'Hermance 52A (2),COLLONGE-BELLERIVE,1245.0,KLEIN,6.0,8.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0,3.0,6.0,4.0,6.0,4.0,4.0,6.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,8.0,7.0,7.0,7.0,9.0,7.0,5.0,8.0,8.0,6.0,8.0,4.0,8.0,5.0,6.0,6.0,10.0,7.0,4.0,4.0,5.980769230769231
235,déchetterie - Chemin de la Californie 24,COLLONGE-BELLERIVE,1245.0,KLEIN,6.0,6.0,4.0,5.0,4.0,8.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,4.0,6.0,5.0,6.0,7.0,6.0,6.0,8.0,5.0,7.0,5.0,7.0,6.0,4.0,7.0,7.0,7.0,6.0,4.0,2.0,8.0,8.0,5.0,10.0,4.0,3.0,4.0,5.5576923076923075
311,déchetterie - Chemin des Reyes 8 (1),COLLONGE-BELLERIVE,1245.0,KLEIN,6.0,8.0,6.0,5.0,8.0,6.0,8.0,5.0,8.0,8.0,8.0,6.0,6.0,5.0,8.0,4.0,6.0,6.0,5.0,8.0,5.0,4.0,7.0,7.0,6.0,4.0,6.0,8.0,7.0,6.0,6.0,9.0,8.0,8.0,7.0,7.0,9.0,6.0,6.0,8.0,7.0,7.0,8.0,7.0,8.0,6.0,9.0,8.0,10.0,5.0,5.0,6.0,6.730769230769231
310,déchetterie - Chemin des Reyes 8 (2),COLLONGE-BELLERIVE,1245.0,KLEIN,6.0,8.0,4.0,4.0,3.0,8.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,8.0,5.0,4.0,5.0,7.0,6.0,4.0,6.0,8.0,7.0,7.0,6.0,8.0,10.0,8.0,8.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,8.0,7.0,8.0,5.0,4.0,4.0,9.0,6.0,5.0,5.0,6.153846153846154
303,Chemin Velours 16,GENEVE,1206.0,KLEIN,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,2.0,6.0,6.0,6.0,7.0,5.0,2.0,2.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,3.0,5.0,4.0,7.0,4.0,7.0,4.0,4.0,7.0,7.0,5.0,3.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,4.365384615384615
332,Route du Vallon 1,CHENE-BOUGERIES,1225.0,KLEIN,4.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,6.0,5.0,4.0,8.0,4.0,2.0,5.0,6.0,6.0,3.0,2.0,5.0,5.0,2.0,3.0,1.0,6.0,2.0,3.0,3.0,7.0,7.0,2.0,4.0,7.0,3.0,3.0,2.0,1.0,1.0,2.0,6.0,4.0,1.0,4.0,2.0,3.923076923076923
233,Chemin Grange-Falquet 9,CHENE-BOUGERIES,1225.0,KLEIN,4.0,5.0,3.0,6.0,4.0,2.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,3.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,4.0,6.0,4.0,2.0,7.0,5.0,5.0,4.0,6.0,2.0,4.0,4.0,3.0,8.0,6.0,2.0,6.0,5.0,2.0,4.0,2.0,6.0,9.0,5.0,7.0,8.0,6.0,3.0,3.0,4.846153846153846
77,Avenue Bel'Air / Avenue Mirany,CHENE-BOURG,1225.0,KLEIN,4.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0,5.0,3.0,4.0,3.0,2.0,5.0,2.0,5.0,6.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,5.0,4.0,4.0,2.0,3.0,7.0,3.0,3.0,2.0,3.0,7.0,4.0,7.0,4.0,0.0,4.0,2.0,1.0,1.0,2.0,0.0,8.0,0.0,5.0,2.0,3.1538461538461537
