n_boite,adresse,commune,cp,conteneur,semaine_1,semaine_2,semaine_3,semaine_4,semaine_5,semaine_6,semaine_7,semaine_8,semaine_9,semaine_10,semaine_11,semaine_12,semaine_13,semaine_14,semaine_15,semaine_16,semaine_17,semaine_18,semaine_19,semaine_20,semaine_21,semaine_22,semaine_23,semaine_24,semaine_25,semaine_26,semaine_27,semaine_28,semaine_29,semaine_30,semaine_31,semaine_32,semaine_33,semaine_34,semaine_35,semaine_36,semaine_37,semaine_38,semaine_39,semaine_40,semaine_41,semaine_42,semaine_43,semaine_44,semaine_45,semaine_46,semaine_47,semaine_48,semaine_49,semaine_50,semaine_51,semaine_52,volume_moyen
223,Avenue Tronchet Ecole,THONEX,1226.0,KLEIN,6.0,8.0,6.0,8.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,8.0,3.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,8.0,4.0,5.0,7.0,4.0,6.0,0.0,5.0,10.0,6.0,0.0,4.0,4.0,8.0,6.0,4.0,7.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,3.0,5.0,4.884615384615385
182,Avenue Adrien-Jeandin 28,THONEX,1226.0,KLEIN,6.0,6.0,4.0,5.0,8.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,8.0,4.0,8.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,7.0,6.0,6.0,6.0,5.0,6.0,10.0,6.0,5.0,7.0,8.0,3.0,4.0,7.0,6.0,2.0,0.0,7.0,6.0,4.0,4.0,6.0,5.0,2.0,2.0,5.0,5.134615384615385
98,déchetterie - Chemin Bois-des-Arts / Chemin Jules Dufresne (1),THONEX,1226.0,KLEIN,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,5.0,4.0,5.0,2.0,6.0,4.0,2.0,4.0,1.0,6.0,9.0,0.0,6.0,7.0,6.0,5.0,2.0,7.0,2.0,5.0,6.0,2.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,5.0,5.0,5.0,3.480769230769231
92,déchetterie - Chemin Bois-des-Arts / Chemin Jules Dufresne (2),THONEX,1226.0,KLEIN,3.0,4.0,2.0,5.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,6.0,5.0,4.0,4.0,1.0,6.0,9.0,0.0,6.0,7.0,6.0,5.0,2.0,7.0,5.0,5.0,1.0,2.0,3.0,6.0,0.0,3.0,6.0,3.0,5.0,4.0,4.0,4.0,6.0,1.0,2.0,4.0,0.0,0.0,2.0,5.0,3.7884615384615383
62,Rue le Corbusier 25-40,GENEVE,1208.0,KLEIN,8.0,8.0,8.0,8.0,5.0,5.0,8.0,4.0,8.0,4.0,6.0,6.0,8.0,6.0,8.0,4.0,6.0,4.0,4.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,7.0,6.0,6.0,6.0,4.0,5.0,7.0,8.0,6.0,4.0,6.0,2.0,4.0,5.0,4.0,5.0,5.0,7.0,3.0,2.0,5.711538461538462
56,"École de Commerce, Rue le Corbusier 15",GENEVE,1208.0,KLEIN,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,8.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,2.0,4.0,6.0,5.0,6.0,6.0,5.0,4.0,4.0,8.0,6.0,7.0,5.0,3.0,3.0,7.0,6.0,7.0,7.0,6.0,4.0,2.0,2.0,8.0,4.0,3.0,4.0,5.0,4.0,6.0,5.211538461538462
66,Promenade St Antoine / Th. De Bèse,GENEVE,1204.0,KLEIN,6.0,5.0,4.0,6.0,8.0,5.0,5.0,5.0,8.0,4.0,8.0,6.0,8.0,5.0,8.0,6.0,7.0,6.0,3.0,7.0,5.0,5.0,8.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,10.0,6.0,7.0,4.0,8.0,4.0,8.0,8.0,5.0,4.0,7.0,6.0,6.0,10.0,5.0,4.0,5.0,9.0,3.0,3.0,6.019230769230769
6,Rue Charles Sturm / Boulevard des Tranchées,GENEVE,1206.0,KLEIN,6.0,6.0,4.0,5.0,5.0,5.0,5.0,4.0,8.0,4.0,5.0,5.0,5.0,8.0,5.0,2.0,7.0,6.0,6.0,7.0,3.0,4.0,9.0,7.0,6.0,4.0,4.0,6.0,4.0,4.0,6.0,5.0,8.0,7.0,8.0,6.0,2.0,6.0,2.0,8.0,6.0,4.0,4.0,6.0,6.0,10.0,4.0,3.0,4.0,9.0,3.0,2.0,5.346153846153846
146,déchetterie - Route de Mon-Idée 67,THONEX,1226.0,KLEIN,4.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,5.0,8.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,7.0,4.0,4.0,3.0,5.0,6.0,3.0,6.0,3.0,5.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,0.0,3.25
200,"Gériatrie, Route de Mon-Idée",THONEX,1226.0,TEXAID-B,3.0,1.0,3.0,3.0,4.0,1.0,0.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,2.0,3.0,2.0,0.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.9807692307692308
124,"déchetterie - Parking, Chemin de Marchepied",VANDOEUVRES,1253.0,KLEIN,5.0,6.0,2.0,3.0,4.0,3.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,5.0,2.0,3.0,7.0,4.0,5.0,5.0,2.0,1.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,5.0,2.0,2.0,5.0,7.0,4.0,4.0,5.0,2.0,6.0,7.0,8.0,5.0,6.0,3.0,3.0,3.0,8.0,0.0,8.0,0.0,3.0,4.365384615384615
236,Route de Choulex 110 (1),CHOULEX,1244.0,KLEIN,6.0,8.0,4.0,4.0,4.0,2.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,6.0,5.0,2.0,2.0,5.0,4.0,5.0,6.0,2.0,4.0,5.0,7.0,6.0,4.0,6.0,6.0,6.0,4.0,2.0,1.0,4.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,4.634615384615385
237,Route de Choulex 110 (2),CHOULEX,1244.0,KLEIN,6.0,5.0,2.0,4.0,3.0,2.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,5.0,2.0,2.0,5.0,7.0,4.0,2.0,3.0,6.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,8.0,4.0,5.0,3.0,5.0,4.0,5.0,2.0,1.0,2.0,0.0,0.0,2.0,5.0,3.7115384615384617
160,"Parking, Route des Broilliets 2 (1)",PUPLINGE,1241.0,KLEIN,3.0,3.0,4.0,3.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,8.0,4.0,2.0,9.0,6.0,6.0,8.0,6.0,2.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0,8.0,8.0,4.0,4.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,4.634615384615385
161,"Parking, Route des Broilliets 2 (2)",PUPLINGE,1241.0,KLEIN,3.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,2.0,6.0,5.0,4.0,6.0,6.0,4.0,6.0,7.0,3.0,2.0,6.0,5.0,6.0,2.0,7.0,3.0,8.0,7.0,6.0,4.0,5.0,8.0,7.0,7.0,6.0,8.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,3.980769230769231
95,"Poney Club, Route de Présinge 135",PRESINGE,1243.0,KLEIN,6.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,8.0,6.0,6.0,6.0,2.0,4.0,5.0,5.0,1.0,6.0,6.0,3.0,3.0,1.0,1.0,2.0,2.0,5.0,2.0,7.0,6.0,4.0,4.0,6.0,2.0,7.0,5.0,4.0,6.0,7.0,4.0,6.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,4.230769230769231
122,déchetterie - Route de Lullier,JUSSY,1254.0,KLEIN,8.0,4.0,8.0,3.0,6.0,5.0,4.0,6.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,3.0,4.0,4.0,4.0,2.0,6.0,3.0,6.0,2.0,4.0,4.0,4.0,6.0,5.0,5.0,2.0,6.0,4.0,6.0,3.0,4.0,8.0,8.0,7.0,6.0,7.0,2.0,6.0,7.0,3.0,3.0,4.0,2.0,3.0,5.0,2.0,5.0,4.653846153846154
128,Route de Gy 171,GY,1251.0,KLEIN,6.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,6.0,2.0,4.0,2.0,5.0,3.0,6.0,4.0,4.0,5.0,2.0,5.0,4.0,6.0,8.0,4.0,6.0,3.0,7.0,5.0,7.0,6.0,4.0,6.0,6.0,6.0,5.0,2.0,4.0,3.0,2.0,5.0,3.0,5.0,4.4423076923076925
317,déchetterie - Chemin des Reyes 8 (2),COLLONGE-BELLERIVE,1245.0,KLEIN,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,1.0,2.0,3.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,8.0,4.0,3.0,4.0,3.0,4.0,3.0,7.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,3.2884615384615383
367,Chemin du Molan / Chemin des Fourches,COLOGNY,1223.0,KLEIN,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,7.0,2.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,5.0,2.0,1.0,1.0,5.0,2.8846153846153846
5,"Muséum, Place Emile Guyenot",GENEVE,1207.0,KLEIN,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,5.0,3.0,3.0,2.0,1.0,3.0,5.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,2.480769230769231
192,"Cimetière de Carouge, Place Sigismond 192",CAROUGE,1227.0,KLEIN,6.0,9.0,4.0,5.0,4.0,6.0,5.0,6.0,3.0,5.0,3.0,5.0,5.0,8.0,5.0,8.0,8.0,4.0,3.0,5.0,6.0,5.0,5.0,8.0,6.0,5.0,8.0,5.0,8.0,4.0,6.0,5.0,4.0,0.0,7.0,5.0,7.0,6.0,6.0,7.0,4.0,5.0,7.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.846153846153846
304,"Poste, Chemin Tour de Pinchat / Chemin Place Verte 34",VEYRIER,1234.0,KLEIN,2.0,8.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,6.0,6.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,6.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,6.0,8.0,1.0,3.0,4.0,4.0,2.0,2.0,3.8846153846153846
195,"École de la Tambourine, Chemin Vert",CAROUGE,1227.0,KLEIN,4.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,10.0,8.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,6.0,6.0,6.0,4.0,5.0,3.0,2.0,1.0,5.0,4.0,0.0,2.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6538461538461537
191,Chemin de la Vigne Rouge 5,CAROUGE,1227.0,KLEIN,3.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,8.0,2.0,0.0,2.0,4.0,4.0,3.0,1.0,5.0,0.0,4.0,3.0,5.0,0.0,1.0,3.0,5.0,3.0,4.0,1.0,3.0,2.0,0.0,3.0,2.0,2.0,0.0,6.0,6.0,6.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4615384615384617
368,Rue des Anémones 4,LANCY-GRAND,1212.0,KLEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,5.0,3.0,1.0,2.0,2.0,2.0,6.0,,,3.0,3.0,3.0,4.0,4.0,3.5714285714285716
369,Route de la Chapelle 29,LANCY-GRAND,1212.0,KLEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0,2.0,,,2.0,0.0,3.0,3.0,5.0,1.7142857142857142
112,"déchetterie - Poste, Avenue des Communes Réunies 58-60a",LANCY-GRAND,1212.0,KLEIN,5.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,8.0,4.0,8.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,8.0,3.0,8.0,1.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,6.0,6.0,4.0,4.0,4.0,5.0,7.0,5.0,6.0,6.0,4.0,6.0,4.0,2.0,3.0,4.211538461538462
226,déchetterie - Rue du Bachet 8,LANCY-GRAND,1212.0,KLEIN,4.0,5.0,7.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,8.0,3.0,3.0,8.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,8.0,4.0,3.0,6.0,2.0,4.0,3.0,2.0,2.0,5.0,4.0,3.0,6.0,6.0,5.0,4.0,6.0,5.0,7.0,4.0,5.0,6.0,4.0,4.0,4.0,3.0,6.0,4.153846153846154
113,"déchetterie - Coop, Chemin des Palettes 15-25 (1)",LANCY-GRAND,1213.0,KLEIN,3.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,8.0,3.0,2.0,3.0,8.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.423076923076923
114,"déchetterie - Coop, Chemin des Palettes 15-25 (2)",LANCY-GRAND,1212.0,KLEIN,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0961538461538463
84,"déchetterie - Cycle du Voiret, Chemin des Semailles",LANCY-GRAND,1212.0,KLEIN,5.0,9.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,5.0,4.0,2.0,1.0,2.0,6.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,6.0,4.0,5.0,4.0,5.0,6.0,5.0,3.0,4.0,6.0,5.0,2.0,6.0,4.0,4.0,3.0,3.0,3.826923076923077
248,Chemin des Mésanges 1,LANCY-GRAND,1212.0,KLEIN,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,0.0,1.0,3.0,2.3653846153846154
314,Avenue des Communes Réunies 20,LANCY-GRAND,1212.0,KLEIN,7.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,8.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0,2.0,6.0,3.0,3.0,2.0,3.0,3.0,0.0,2.0,3.0,2.8076923076923075
211,déchetterie - Chemin des Semailles 5,LANCY-GRAND,1212.0,KLEIN,3.0,4.0,4.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,6.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,8.0,4.0,4.0,4.0,3.0,1.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,7.0,5.0,6.0,5.0,5.0,1.0,2.0,4.0,6.0,0.0,2.0,3.0,3.6538461538461537
201,Avenue du Curé Baud 40,LANCY-GRAND,1212.0,KLEIN,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0,3.0,4.0,2.0,2.0,5.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.4615384615384617
241,déchetterie - Chemin des Courtillets 3,LANCY-GRAND,1212.0,KLEIN,4.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,8.0,2.0,6.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,6.0,3.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,6.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.423076923076923
339,déchetterie - Route du Grand-Lancy 34,LANCY-GRAND,1212.0,KLEIN,1.0,1.0,7.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.9615384615384615
333,Chemin des Mérinos 4 (1),LANCY-GRAND,1212.0,KLEIN,2.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
331,Chemin des Mérinos 4 (2),LANCY-GRAND,1212.0,KLEIN,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,4.0,2.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,1.8269230769230769
166,déchetterie - Chemin des Vignes 2,LANCY-PETIT,1213.0,KLEIN,3.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,1.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.9615384615384615
196,déchetterie - Place des Ormeaux 25,LANCY-PETIT,1213.0,KLEIN,4.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,6.0,6.0,4.0,5.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,2.0,3.0,3.0,3.3846153846153846
213,déchetterie - Chemin des Olliquettes 2a (1),LANCY-PETIT,1213.0,KLEIN,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,2.3653846153846154
327,déchetterie - Chemin des Olliquettes 2a (2),LANCY-PETIT,1213.0,KLEIN,4.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.25
262,Chemin des Mouilles 7,LANCY-PETIT,1213.0,KLEIN,4.0,8.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,8.0,3.0,6.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,6.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.1923076923076925
209,déchetterie - Vieux Chemin d'Onex 12,LANCY-PETIT,1213.0,KLEIN,3.0,4.0,7.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,8.0,3.0,6.0,4.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,0.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,6.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.326923076923077
136,déchetterie - Route du Grand-Lancy 155,ONEX,1213.0,KLEIN,2.0,8.0,2.0,2.0,3.0,4.0,1.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,6.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,4.0,4.0,4.0,6.0,3.0,3.0,5.0,6.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.4038461538461537
110,déchetterie - Bernes en Combes 33,BERNEX,1233.0,KLEIN,4.0,6.0,6.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,6.0,2.0,8.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,6.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0,3.0,4.0,6.0,4.0,4.0,5.0,6.0,6.0,7.0,4.0,6.0,5.0,6.0,6.0,8.0,6.0,4.0,4.326923076923077
165,Chemin du Saule 120,BERNEX,1233.0,KLEIN,3.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,6.0,2.0,2.0,3.3461538461538463
164,Route de Pré-Marais 50,BERNEX,1233.0,KLEIN,3.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,8.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,5.0,3.0,1.0,3.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,7.0,2.0,2.0,3.3461538461538463
297,Rue Renée Jollien 8,CONFIGNON,1232.0,KLEIN,6.0,5.0,3.0,6.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,8.0,0.0,5.0,4.0,4.0,3.0,4.0,0.0,4.0,4.0,3.0,6.0,3.0,6.0,1.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,3.0,6.0,0.0,4.0,3.0,4.0,3.730769230769231
155,Avenue du Bois-de-la-Chapelle 106,ONEX,1213.0,KLEIN,3.0,4.0,6.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,8.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,2.0,5.0,2.0,5.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.4615384615384617
316,Chemin du Vieux Moulin (1),ONEX,1213.0,KLEIN,3.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,8.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,2.923076923076923
256,Chemin du Vieux Moulin (2),ONEX,1213.0,KLEIN,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,8.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,6.0,2.0,1.0,2.0,2.7115384615384617
